Suburb,Rooms,Type,Price,Date,Postcode,Car,Lattitude,Longtitude,Propertycount
Hampton,3,h,1615000,06/05/2017,3188,2,-37.9462,145.0193,5454
Hampton,3,h,2513000,06/05/2017,3188,1,-37.9346,145.0049,5454
Hampton,4,t,1910000,13/05/2017,3188,2,-37.9449,145.0167,5454
Hampton,3,h,1620000,13/05/2017,3188,2,-37.9453,145.0176,5454
Hampton,2,h,1789000,13/05/2017,3188,2,-37.9338,145.0143,5454
Hampton,2,t,837000,13/05/2017,3188,1,-37.9365,145.0008,5454
Hampton,4,h,2500000,20/05/2017,3188,2,-37.9436,145.0169,5454
Hampton,2,u,665000,20/05/2017,3188,1,-37.9427,145.0052,5454
Hampton,3,h,1560000,20/05/2017,3188,1,-37.9449,145.02,5454
Hampton,2,u,860000,29/04/2017,3188,1,-37.9354,144.9994,5454
Hampton,3,h,1475000,29/04/2017,3188,2,-37.9411,145.0011,5454
Hampton,2,h,840000,29/04/2017,3188,2,-37.9358,144.9996,5454
Hawthorn,3,h,1700000,06/05/2017,3122,2,-37.8139,145.0243,11308
Hawthorn,1,u,440000,06/05/2017,3122,1,-37.8194,145.0397,11308
Hawthorn,2,u,580000,08/04/2017,3122,1,-37.8159,145.0194,11308
Hawthorn,1,u,535000,08/04/2017,3122,1,-37.8294,145.033,11308
Hawthorn,2,u,635000,08/04/2017,3122,1,-37.8261,145.0269,11308
Hawthorn,1,u,317500,08/04/2017,3122,0,-37.826,145.0239,11308
Hawthorn,1,u,160000,08/04/2017,3122,0,-37.8198,145.0373,11308
Hawthorn,1,u,360000,08/04/2017,3122,1,-37.8254,145.0255,11308
Hawthorn,1,h,300000,13/05/2017,3122,1,-37.8143,145.0319,11308
Hawthorn,2,h,1800000,13/05/2017,3122,0,-37.8163,145.0251,11308
Hawthorn,1,u,275000,13/05/2017,3122,0,-37.8292,145.0322,11308
Hawthorn,3,t,1300000,13/05/2017,3122,1,-37.8255,145.029,11308
Hawthorn,3,h,1525000,20/05/2017,3122,0,-37.8162,145.0206,11308
Hawthorn,2,h,1620000,20/05/2017,3122,1,-37.8173,145.0246,11308
Hawthorn,3,h,1985000,20/05/2017,3122,1,-37.8287,145.0419,11308
Hawthorn,3,h,1750000,20/05/2017,3122,4,-37.8288,145.0398,11308
Hawthorn,4,h,2100000,20/05/2017,3122,2,-37.8237,145.0311,11308
Hawthorn,2,u,560000,22/04/2017,3122,0,-37.832,145.0431,11308
Hawthorn East,5,h,3750000,06/05/2017,3123,4,-37.8395,145.0534,6482
Hawthorn East,3,u,780000,08/04/2017,3123,1,-37.8414,145.0505,6482
Hawthorn East,2,u,500000,08/04/2017,3123,1,-37.8259,145.0483,6482
Hawthorn East,3,t,1264000,08/04/2017,3123,2,-37.8302,145.0527,6482
Hawthorn East,2,u,1462000,08/04/2017,3123,3,-37.8315,145.0559,6482
Hawthorn East,1,u,440000,08/04/2017,3123,1,-37.8227,145.0528,6482
Hawthorn East,3,h,1575000,13/05/2017,3123,0,-37.8309,145.0451,6482
Hawthorn East,2,h,1320000,13/05/2017,3123,3,-37.8355,145.044,6482
Hawthorn East,4,h,3600000,13/05/2017,3123,2,-37.8374,145.0511,6482
Hawthorn East,4,h,2425000,13/05/2017,3123,2,-37.8343,145.0488,6482
Hawthorn East,3,h,1890000,13/05/2017,3123,2,-37.8368,145.0508,6482
Hawthorn East,1,u,400500,13/05/2017,3123,1,-37.8372,145.0433,6482
Hawthorn East,3,h,1405000,20/05/2017,3123,2,-37.8255,145.0481,6482
Hawthorn East,3,h,2102000,20/05/2017,3123,1,-37.8256,145.0486,6482
Hawthorn East,2,u,435000,20/05/2017,3123,1,-37.8307,145.0493,6482
Hawthorn East,1,u,375000,20/05/2017,3123,1,-37.8362,145.0543,6482
Hawthorn East,2,u,555000,29/04/2017,3123,2,-37.8254,145.0474,6482
Hawthorn East,2,u,532000,29/04/2017,3123,1,-37.8244,145.0517,6482
Heidelberg,4,h,1450000,06/05/2017,3084,2,-37.7511,145.0772,2890
Heidelberg,3,h,1340000,08/04/2017,3084,0,-37.7523,145.0676,2890
Heidelberg,2,t,630000,20/05/2017,3084,1,-37.7586,145.0629,2890
Heidelberg,3,h,1271000,22/04/2017,3084,2,-37.7524,145.06,2890
Heidelberg,4,u,610000,22/04/2017,3084,2,-37.7505,145.0703,2890
Heidelberg Heights,2,h,910000,06/05/2017,3081,2,-37.7442,145.0528,2947
Heidelberg Heights,2,h,665000,06/05/2017,3081,1,-37.7428,145.0511,2947
Heidelberg Heights,3,t,575000,08/04/2017,3081,2,-37.7388,145.0581,2947
Heidelberg Heights,4,h,706000,08/04/2017,3081,2,-37.7437,145.0506,2947
Heidelberg Heights,2,h,780000,20/05/2017,3081,1,-37.7521,145.0516,2947
Heidelberg Heights,3,t,601000,20/05/2017,3081,2,-37.7399,145.054,2947
Heidelberg Heights,3,h,805000,20/05/2017,3081,0,-37.7421,145.0487,2947
Heidelberg Heights,2,h,690000,20/05/2017,3081,0,-37.7383,145.0555,2947
Heidelberg Heights,2,h,682000,22/04/2017,3081,0,-37.7366,145.0509,2947
Heidelberg Heights,3,h,657000,22/04/2017,3081,1,-37.7397,145.0513,2947
Heidelberg Heights,3,u,630000,29/04/2017,3081,1,-37.7502,145.0465,2947
Heidelberg West,3,h,880000,06/05/2017,3081,2,-37.7382,145.0451,2674
Heidelberg West,3,h,687000,06/05/2017,3081,2,-37.7364,145.0379,2674
Heidelberg West,2,h,650000,08/04/2017,3081,2,-37.7369,145.0371,2674
Heidelberg West,3,h,855000,08/04/2017,3081,2,-37.7445,145.0386,2674
Heidelberg West,2,h,613000,13/05/2017,3081,0,-37.7349,145.0398,2674
Heidelberg West,3,h,640000,20/05/2017,3081,2,-37.7339,145.0405,2674
Heidelberg West,1,h,442000,20/05/2017,3081,0,-37.7434,145.0468,2674
Heidelberg West,3,h,810000,22/04/2017,3081,0,-37.7348,145.0402,2674
Heidelberg West,3,h,950000,22/04/2017,3081,3,-37.7416,145.0406,2674
Heidelberg West,4,h,725000,29/04/2017,3081,2,-37.7469,145.0448,2674
Hughesdale,3,t,998000,08/04/2017,3166,2,-37.9031,145.0804,3145
Hughesdale,4,t,1340000,13/05/2017,3166,2,-37.8919,145.0781,3145
Hughesdale,4,h,2190000,20/05/2017,3166,4,-37.8938,145.0785,3145
Hughesdale,2,h,980000,20/05/2017,3166,1,-37.9021,145.0837,3145
Hughesdale,2,h,720000,29/04/2017,3166,2,-37.9087,145.0799,3145
Ivanhoe,3,h,990000,06/05/2017,3079,2,-37.7573,145.0496,5549
Ivanhoe,4,h,1410000,06/05/2017,3079,1,-37.777,145.0414,5549
Ivanhoe,3,h,970000,08/04/2017,3079,4,-37.7639,145.0377,5549
Ivanhoe,4,h,1650000,08/04/2017,3079,1,-37.7671,145.037,5549
Ivanhoe,4,h,3020000,08/04/2017,3079,1,-37.7639,145.0506,5549
Ivanhoe,5,h,1689000,13/05/2017,3079,2,-37.7615,145.0309,5549
Ivanhoe,2,h,690000,13/05/2017,3079,1,-37.7735,145.0403,5549
Ivanhoe,3,h,1851000,13/05/2017,3079,2,-37.7817,145.0391,5549
Ivanhoe,3,u,1110000,20/05/2017,3079,1,-37.7701,145.0385,5549
Ivanhoe,3,t,1060000,29/04/2017,3079,0,-37.7679,145.0466,5549
Ivanhoe East,2,h,2100000,06/05/2017,3079,2,-37.7752,145.0579,1554
Ivanhoe East,5,h,2325000,13/05/2017,3079,2,-37.7794,145.0647,1554
Ivanhoe East,3,h,2400000,13/05/2017,3079,2,-37.7715,145.0688,1554
Ivanhoe East,3,h,1740000,20/05/2017,3079,2,-37.774,145.0654,1554
Kealba,4,h,646000,29/04/2017,3021,2,-37.7358,144.8217,1202
Kealba,3,h,570000,29/04/2017,3021,2,-37.7279,144.8224,1202
Keilor East,3,h,843000,08/04/2017,3033,4,-37.7473,144.8555,5629
Keilor East,3,h,835000,08/04/2017,3033,2,-37.7322,144.8722,5629
Keilor East,3,h,635000,08/04/2017,3033,1,-37.7308,144.8664,5629
Keilor East,2,u,490000,13/05/2017,3033,2,-37.7346,144.8584,5629
Keilor East,3,h,745000,13/05/2017,3033,1,-37.7475,144.852,5629
Keilor East,3,h,941000,13/05/2017,3033,1,-37.746,144.8651,5629
Keilor East,3,h,738000,13/05/2017,3033,4,-37.7486,144.8565,5629
Keilor East,3,h,912000,20/05/2017,3033,3,-37.7466,144.8707,5629
Keilor East,3,t,745000,20/05/2017,3033,1,-37.7426,144.868,5629
Keilor East,2,t,570000,29/04/2017,3033,2,-37.7388,144.8767,5629
Keilor East,4,h,885000,29/04/2017,3033,2,-37.7317,144.8619,5629
Kew,5,h,3800000,06/05/2017,3101,3,-37.8064,145.0451,10331
Kew,2,u,700000,06/05/2017,3101,1,-37.7977,145.0333,10331
Kew,3,t,752000,08/04/2017,3101,2,-37.794,145.033,10331
Kew,3,t,690000,08/04/2017,3101,2,-37.7941,145.0238,10331
Kew,1,u,468000,13/05/2017,3101,1,-37.8083,145.0382,10331
Kew,4,h,2600000,13/05/2017,3101,0,-37.8127,145.0451,10331
Kew,5,h,4515000,13/05/2017,3101,2,-37.8147,145.0571,10331
Kew,5,h,3160000,13/05/2017,3101,2,-37.8013,145.028,10331
Kew,2,u,820000,13/05/2017,3101,1,-37.805,145.0546,10331
Kew,4,h,2150000,20/05/2017,3101,2,-37.8144,145.0358,10331
Kew,3,h,1965000,20/05/2017,3101,2,-37.7993,145.0451,10331
Kew,5,h,2425000,20/05/2017,3101,1,-37.8101,145.0464,10331
Kew,2,u,643000,20/05/2017,3101,1,-37.8018,145.0376,10331
Kew,3,t,835000,20/05/2017,3101,2,-37.7944,145.0327,10331
Kew,2,u,736000,22/04/2017,3101,1,-37.8022,145.035,10331
Kew East,2,u,590000,20/05/2017,3102,1,-37.7974,145.0526,2671
Kew East,3,h,1402000,22/04/2017,3102,2,-37.7927,145.056,2671
Kew East,3,t,1205000,22/04/2017,3102,2,-37.7864,145.0631,2671
Kingsville,3,h,1190000,13/05/2017,3012,1,-37.8082,144.8828,1808
Kingsville,4,h,1205000,20/05/2017,3012,1,-37.8105,144.8803,1808
Kingsville,3,h,860000,29/04/2017,3012,3,-37.8083,144.8754,1808
Maidstone,3,h,760000,08/04/2017,3012,2,-37.7858,144.8757,3873
Maidstone,3,h,873000,13/05/2017,3012,2,-37.7876,144.8752,3873
Maidstone,2,h,640000,20/05/2017,3012,2,-37.7887,144.8828,3873
Maidstone,3,t,680000,20/05/2017,3012,2,-37.7794,144.872,3873
Maidstone,3,h,725000,20/05/2017,3012,2,-37.7825,144.8833,3873
Maidstone,2,h,472500,20/05/2017,3012,0,-37.7835,144.8723,3873
Maidstone,3,t,675000,22/04/2017,3012,2,-37.785,144.8673,3873
Maidstone,2,u,405000,22/04/2017,3012,1,-37.7794,144.872,3873
Maidstone,4,t,838000,29/04/2017,3012,2,-37.7844,144.8758,3873
Maidstone,3,h,930000,29/04/2017,3012,2,-37.7851,144.8654,3873
Malvern,1,u,365000,06/05/2017,3144,1,-37.8691,145.0345,4675
Malvern,2,t,1000000,06/05/2017,3144,1,-37.8486,145.0321,4675
Malvern,1,u,456000,06/05/2017,3144,1,-37.8515,145.0372,4675
Malvern,3,h,2250000,13/05/2017,3144,2,-37.8654,145.0297,4675
Malvern,3,h,2000000,13/05/2017,3144,2,-37.8636,145.0301,4675
Malvern East,3,h,2250000,06/05/2017,3145,2,-37.883,145.0791,8801
Malvern East,4,h,3200000,08/04/2017,3145,2,-37.8693,145.0423,8801
Malvern East,3,h,1380000,08/04/2017,3145,2,-37.8757,145.066,8801
Malvern East,1,u,267500,08/04/2017,3145,1,-37.8779,145.0873,8801
Malvern East,4,h,1290000,13/05/2017,3145,2,-37.8914,145.0842,8801
Malvern East,3,h,2020000,13/05/2017,3145,2,-37.8723,145.0387,8801
Malvern East,2,u,1211000,20/05/2017,3145,1,-37.8718,145.0526,8801
Malvern East,4,h,1380000,20/05/2017,3145,2,-37.8806,145.0831,8801
Malvern East,4,h,1715157,20/05/2017,3145,2,-37.8792,145.0869,8801
Malvern East,4,t,1510000,20/05/2017,3145,2,-37.873,145.0664,8801
Malvern East,3,h,1220000,29/04/2017,3145,2,-37.8784,145.0654,8801
Malvern East,4,h,1465000,29/04/2017,3145,2,-37.873,145.0665,8801
Maribyrnong,2,t,431000,08/04/2017,3032,1,-37.7722,144.8807,4918
Maribyrnong,5,h,1620000,29/04/2017,3032,2,-37.7637,144.8843,4918
Maribyrnong,4,h,1190000,29/04/2017,3032,2,-37.7641,144.8885,4918
Melbourne,1,u,432000,06/05/2017,3000,1,-37.8116,144.9603,17496
Melbourne,4,u,1850000,08/04/2017,3000,1,-37.8177,144.9544,17496
Melbourne,1,u,333000,08/04/2017,3000,0,-37.8122,144.9582,17496
Melbourne,2,u,452000,13/05/2017,3000,0,-37.8084,144.9602,17496
Melbourne,3,u,895000,22/04/2017,3000,3,-37.8095,144.9691,17496
Melbourne,1,u,275000,22/04/2017,3000,0,-37.8199,144.9558,17496
Melbourne,2,u,683000,22/04/2017,3000,1,-37.8211,144.9559,17496
Melbourne,2,u,640000,22/04/2017,3000,1,-37.8106,144.9646,17496
Mont Albert,4,h,1865000,06/05/2017,3127,2,-37.8149,145.11,2079
Mont Albert,4,h,2100000,13/05/2017,3127,5,-37.812,145.1082,2079
Mont Albert,2,u,442500,20/05/2017,3127,1,-37.8212,145.1064,2079
Mont Albert,3,h,1587000,20/05/2017,3127,2,-37.8203,145.1105,2079
Mont Albert,4,h,2365000,29/04/2017,3127,2,-37.8127,145.107,2079
Moonee Ponds,1,u,296000,06/05/2017,3039,1,-37.7605,144.9071,6232
Moonee Ponds,4,h,1531000,06/05/2017,3039,3,-37.7709,144.9338,6232
Moonee Ponds,2,u,439000,08/04/2017,3039,1,-37.7679,144.9245,6232
Moonee Ponds,2,h,1040000,08/04/2017,3039,2,-37.7663,144.9098,6232
Moonee Ponds,3,h,1670000,08/04/2017,3039,2,-37.7627,144.9047,6232
Moonee Ponds,4,h,1940000,08/04/2017,3039,3,-37.7686,144.912,6232
Moonee Ponds,2,u,560000,08/04/2017,3039,1,-37.7675,144.92,6232
Moonee Ponds,2,h,940000,08/04/2017,3039,2,-37.773,144.9332,6232
Moonee Ponds,4,h,1515000,08/04/2017,3039,3,-37.7644,144.9061,6232
Moonee Ponds,3,h,1100000,13/05/2017,3039,1,-37.7595,144.9255,6232
Moonee Ponds,2,h,1350000,13/05/2017,3039,1,-37.7589,144.9184,6232
Moonee Ponds,5,h,2300000,13/05/2017,3039,2,-37.7611,144.9095,6232
Moonee Ponds,2,h,1302500,13/05/2017,3039,2,-37.7692,144.9353,6232
Moonee Ponds,3,h,1420200,20/05/2017,3039,2,-37.7619,144.9083,6232
Moonee Ponds,2,h,970000,20/05/2017,3039,2,-37.7641,144.9073,6232
Moonee Ponds,3,h,1070000,20/05/2017,3039,2,-37.7616,144.9284,6232
Moonee Ponds,2,u,542000,29/04/2017,3039,1,-37.7679,144.9245,6232
Moonee Ponds,3,h,1240000,29/04/2017,3039,2,-37.767,144.9108,6232
Moonee Ponds,4,h,955000,29/04/2017,3039,3,-37.7615,144.9094,6232
Moonee Ponds,3,t,1410000,29/04/2017,3039,2,-37.7685,144.9294,6232
Murrumbeena,4,h,1656000,06/05/2017,3163,2,-37.8879,145.0768,4442
Murrumbeena,2,h,707000,08/04/2017,3163,1,-37.8949,145.072,4442
Murrumbeena,2,u,770000,13/05/2017,3163,3,-37.8953,145.0731,4442
Murrumbeena,2,u,582000,13/05/2017,3163,2,-37.8892,145.0664,4442
Murrumbeena,2,u,490000,20/05/2017,3163,1,-37.9025,145.066,4442
Murrumbeena,3,h,1255000,22/04/2017,3163,2,-37.9059,145.0733,4442
Murrumbeena,2,u,420500,22/04/2017,3163,1,-37.8913,145.0673,4442
Murrumbeena,1,u,261000,22/04/2017,3163,1,-37.8867,145.0699,4442
Murrumbeena,2,u,535000,22/04/2017,3163,1,-37.8999,145.0643,4442
Murrumbeena,2,u,586000,29/04/2017,3163,1,-37.8882,145.0666,4442
Murrumbeena,2,u,926000,29/04/2017,3163,2,-37.8907,145.0761,4442
Newport,4,h,1230000,06/05/2017,3015,1,-37.8433,144.8774,5498
Newport,4,h,1560000,06/05/2017,3015,3,-37.8439,144.8733,5498
Newport,3,h,2000000,06/05/2017,3015,2,-37.836,144.8784,5498
Newport,2,h,820000,06/05/2017,3015,1,-37.8425,144.8766,5498
Newport,3,h,1530000,08/04/2017,3015,2,-37.8485,144.8909,5498
Newport,3,h,1400000,08/04/2017,3015,4,-37.8457,144.8924,5498
Newport,3,h,1200000,08/04/2017,3015,0,-37.8437,144.8809,5498
Newport,3,h,1325500,08/04/2017,3015,0,-37.844,144.889,5498
Newport,2,h,890000,08/04/2017,3015,0,-37.8415,144.884,5498
Newport,2,u,497000,08/04/2017,3015,1,-37.8418,144.8782,5498
Newport,3,h,975000,13/05/2017,3015,2,-37.8334,144.8673,5498
Newport,5,h,1820000,13/05/2017,3015,7,-37.8437,144.865,5498
Newport,3,t,900000,13/05/2017,3015,2,-37.8389,144.8666,5498
Newport,3,h,1410000,20/05/2017,3015,2,-37.8496,144.8868,5498
Newport,1,h,1700000,20/05/2017,3015,0,-37.8497,144.8903,5498
Newport,4,h,956000,22/04/2017,3015,4,-37.8339,144.8716,5498
Newport,2,h,1215000,22/04/2017,3015,2,-37.8358,144.8803,5498
Newport,3,h,828000,22/04/2017,3015,2,-37.8415,144.8698,5498
Newport,4,h,1650000,22/04/2017,3015,4,-37.837,144.8772,5498
Newport,4,h,2337000,29/04/2017,3015,3,-37.8477,144.8903,5498
Newport,3,h,1370000,29/04/2017,3015,3,-37.8481,144.8721,5498
Newport,2,h,1070000,29/04/2017,3015,3,-37.8431,144.8919,5498
Newport,3,h,1075000,29/04/2017,3015,0,-37.8402,144.8886,5498
Newport,3,h,1100000,29/04/2017,3015,6,-37.8464,144.865,5498
Niddrie,3,h,1312000,06/05/2017,3042,1,-37.7375,144.8885,2291
Niddrie,3,h,960000,06/05/2017,3042,2,-37.7421,144.8851,2291
Niddrie,3,h,935000,06/05/2017,3042,2,-37.7356,144.8859,2291
Niddrie,3,h,810000,08/04/2017,3042,1,-37.738,144.8865,2291
Niddrie,3,h,1200000,08/04/2017,3042,1,-37.7436,144.8856,2291
Niddrie,3,h,850000,08/04/2017,3042,2,-37.736,144.8771,2291
Niddrie,3,h,944000,13/05/2017,3042,2,-37.7473,144.8905,2291
Niddrie,2,u,510000,20/05/2017,3042,1,-37.7343,144.8824,2291
Niddrie,1,u,325000,20/05/2017,3042,1,-37.7355,144.8874,2291
Niddrie,3,t,800000,29/04/2017,3042,2,-37.7418,144.8833,2291
Niddrie,3,h,1450000,29/04/2017,3042,1,-37.7368,144.8886,2291
Niddrie,3,u,500000,29/04/2017,3042,1,-37.736,144.8886,2291
Niddrie,1,h,1405000,29/04/2017,3042,0,-37.7356,144.8799,2291
Northcote,2,h,1343000,06/05/2017,3070,1,-37.777,144.992,11364
Northcote,2,u,680000,06/05/2017,3070,1,-37.7679,144.9994,11364
Northcote,2,h,695000,08/04/2017,3070,1,-37.7715,145.0075,11364
Northcote,2,u,420000,08/04/2017,3070,1,-37.7836,145.0139,11364
Northcote,3,h,1300000,08/04/2017,3070,0,-37.7717,144.995,11364
Northcote,2,h,995000,08/04/2017,3070,2,-37.7634,144.9985,11364
Northcote,5,h,1750000,13/05/2017,3070,0,-37.7751,145.0099,11364
Northcote,4,h,1822000,13/05/2017,3070,8,-37.7825,145.0072,11364
Northcote,1,u,280000,13/05/2017,3070,1,-37.7827,145.0113,11364
Northcote,2,h,1100000,20/05/2017,3070,1,-37.7767,144.9924,11364
Northcote,3,h,1610000,20/05/2017,3070,1,-37.7744,145.0077,11364
Northcote,2,h,970000,20/05/2017,3070,1,-37.7681,145.0119,11364
Northcote,2,h,970000,20/05/2017,3070,1,-37.7806,145.0097,11364
Northcote,4,h,2990000,22/04/2017,3070,2,-37.7721,145.0004,11364
Northcote,2,h,1050000,29/04/2017,3070,1,-37.7659,144.9903,11364
Northcote,2,h,1290000,29/04/2017,3070,0,-37.7741,145.0073,11364
Northcote,2,u,471250,29/04/2017,3070,1,-37.7836,145.0139,11364
Northcote,3,h,1235000,29/04/2017,3070,1,-37.7677,145.0142,11364
Oak Park,2,t,600000,06/05/2017,3046,1,-37.712,144.9175,2651
Oak Park,3,h,955000,08/04/2017,3046,2,-37.7167,144.9127,2651
Oak Park,3,u,601000,08/04/2017,3046,2,-37.7131,144.9091,2651
Oak Park,3,h,755000,08/04/2017,3046,1,-37.7166,144.9104,2651
Oak Park,3,h,1400000,13/05/2017,3046,3,-37.7167,144.9216,2651
Oak Park,5,h,1005000,20/05/2017,3046,2,-37.719,144.9254,2651
Oak Park,4,h,860000,20/05/2017,3046,2,-37.7149,144.9153,2651
Oak Park,5,h,1306000,20/05/2017,3046,3,-37.7206,144.9194,2651
Oak Park,4,h,1250000,29/04/2017,3046,3,-37.7136,144.927,2651
Oak Park,3,u,648000,29/04/2017,3046,1,-37.7188,144.9243,2651
Oakleigh,4,h,2525000,08/04/2017,3166,0,-37.8952,145.0928,3224
Oakleigh,4,h,1615000,08/04/2017,3166,2,-37.91,145.096,3224
Oakleigh,3,u,655000,13/05/2017,3166,2,-37.8946,145.0944,3224
Oakleigh,5,h,1351000,13/05/2017,3166,2,-37.9098,145.097,3224
Oakleigh,3,h,1205000,13/05/2017,3166,1,-37.9066,145.0869,3224
Oakleigh,2,h,676000,20/05/2017,3166,2,-37.9067,145.0921,3224
Oakleigh,4,h,1145000,22/04/2017,3166,2,-37.895,145.1014,3224
Oakleigh,4,h,1600000,29/04/2017,3166,4,-37.8999,145.0993,3224
Oakleigh,4,h,1840000,29/04/2017,3166,2,-37.898,145.0928,3224
Ormond,3,h,1300000,06/05/2017,3204,2,-37.9067,145.053,3578
Ormond,5,h,2250000,08/04/2017,3204,2,-37.908,145.0502,3578
Ormond,2,u,437500,08/04/2017,3204,1,-37.9023,145.0461,3578
Ormond,3,u,960000,13/05/2017,3204,2,-37.9034,145.0409,3578
Ormond,4,h,1486000,13/05/2017,3204,1,-37.9051,145.0473,3578
Ormond,4,t,1425000,20/05/2017,3204,2,-37.9084,145.0532,3578
Ormond,1,u,311500,29/04/2017,3204,1,-37.9032,145.0455,3578
Parkville,3,u,835000,06/05/2017,3052,1,-37.7867,144.9572,2309
Parkville,4,h,3970000,13/05/2017,3052,1,-37.7959,144.9569,2309
Parkville,3,h,2790000,20/05/2017,3052,1,-37.7961,144.9538,2309
Pascoe Vale,3,h,755000,06/05/2017,3044,2,-37.7215,144.9251,7485
Pascoe Vale,2,h,750000,06/05/2017,3044,2,-37.7189,144.9508,7485
Pascoe Vale,2,h,999000,08/04/2017,3044,1,-37.7306,144.9357,7485
Pascoe Vale,3,h,800000,08/04/2017,3044,0,-37.7182,144.9506,7485
Pascoe Vale,4,h,800000,08/04/2017,3044,1,-37.7278,144.9463,7485
Pascoe Vale,3,h,806000,08/04/2017,3044,1,-37.7253,144.9467,7485
Pascoe Vale,4,h,770000,13/05/2017,3044,2,-37.7195,144.9456,7485
Pascoe Vale,2,u,496000,13/05/2017,3044,1,-37.7218,144.9406,7485
Pascoe Vale,3,h,585000,13/05/2017,3044,1,-37.7243,144.9473,7485
Pascoe Vale,2,t,540000,13/05/2017,3044,2,-37.7217,144.924,7485
Pascoe Vale,3,h,708000,13/05/2017,3044,2,-37.7242,144.9424,7485
Pascoe Vale,2,u,497000,13/05/2017,3044,1,-37.7181,144.9322,7485
Pascoe Vale,3,h,800000,13/05/2017,3044,2,-37.7187,144.9433,7485
Pascoe Vale,4,h,1395000,20/05/2017,3044,4,-37.7302,144.9357,7485
Pascoe Vale,2,u,427500,20/05/2017,3044,1,-37.7216,144.9292,7485
Pascoe Vale,3,t,560000,20/05/2017,3044,1,-37.7177,144.9328,7485
Pascoe Vale,5,h,1410000,22/04/2017,3044,4,-37.7321,144.9353,7485
Pascoe Vale,2,t,520000,22/04/2017,3044,1,-37.7324,144.9377,7485
Pascoe Vale,3,h,1017500,22/04/2017,3044,1,-37.7303,144.9445,7485
Pascoe Vale,2,h,910000,22/04/2017,3044,3,-37.724,144.9447,7485
Pascoe Vale,5,h,958000,29/04/2017,3044,2,-37.7328,144.9281,7485
Pascoe Vale,3,h,770000,29/04/2017,3044,1,-37.7186,144.9318,7485
Port Melbourne,3,h,1400000,06/05/2017,3207,0,-37.8368,144.9463,8648
Port Melbourne,2,u,520000,08/04/2017,3207,1,-37.8415,144.9412,8648
Port Melbourne,2,h,1332000,08/04/2017,3207,2,-37.8366,144.923,8648
Port Melbourne,2,h,801000,08/04/2017,3207,1,-37.84,144.939,8648
Port Melbourne,3,h,2400000,08/04/2017,3207,2,-37.8323,144.9463,8648
Port Melbourne,2,u,575000,13/05/2017,3207,1,-37.841,144.9386,8648
Port Melbourne,2,u,950000,22/04/2017,3207,1,-37.8392,144.9257,8648
Port Melbourne,2,u,730000,22/04/2017,3207,1,-37.842,144.9413,8648
Port Melbourne,2,u,1110000,29/04/2017,3207,1,-37.8427,144.9378,8648
Port Melbourne,2,u,2250000,29/04/2017,3207,2,-37.8444,144.9421,8648
Port Melbourne,4,h,2700000,29/04/2017,3207,2,-37.8346,144.9358,8648
Port Melbourne,4,h,1375000,29/04/2017,3207,1,-37.833,144.9377,8648
Port Melbourne,2,u,600000,29/04/2017,3207,1,-37.8443,144.9442,8648
Port Melbourne,2,u,1030000,29/04/2017,3207,2,-37.8424,144.9449,8648
Prahran,3,h,1251000,06/05/2017,3181,0,-37.851,145.0055,7717
Prahran,2,h,1305000,08/04/2017,3181,1,-37.8551,145.0058,7717
Prahran,1,u,550000,08/04/2017,3181,1,-37.8516,144.9943,7717
Prahran,2,u,645000,13/05/2017,3181,1,-37.8513,144.9943,7717
Prahran,2,u,550000,13/05/2017,3181,1,-37.8542,145.0024,7717
Prahran,1,u,410000,13/05/2017,3181,1,-37.8529,145.0103,7717
Prahran,2,u,690000,20/05/2017,3181,2,-37.8597,145.0093,7717
Prahran,2,u,630000,20/05/2017,3181,1,-37.8538,145.0088,7717
Prahran,2,u,685000,20/05/2017,3181,1,-37.8508,144.9874,7717
Prahran,2,u,570000,20/05/2017,3181,1,-37.8489,144.9903,7717
Prahran,1,h,860000,22/04/2017,3181,0,-37.8508,145.0051,7717
Prahran,3,h,880000,29/04/2017,3181,0,-37.859,145.0038,7717
Prahran,2,u,475000,29/04/2017,3181,1,-37.8519,144.9948,7717
Prahran,2,u,888000,29/04/2017,3181,1,-37.849,145.0088,7717
Preston,2,u,413000,06/05/2017,3072,1,-37.7499,145.0031,14577
Preston,3,h,1190000,06/05/2017,3072,2,-37.736,145.0033,14577
Preston,2,h,2000000,08/04/2017,3072,2,-37.7424,145.0026,14577
Preston,3,h,1045000,08/04/2017,3072,2,-37.7505,144.991,14577
Preston,3,h,1121000,08/04/2017,3072,3,-37.7438,144.9971,14577
Preston,3,u,715000,08/04/2017,3072,1,-37.7317,145.0083,14577
Preston,4,h,1200000,08/04/2017,3072,2,-37.731,145.0115,14577
Preston,3,h,917500,08/04/2017,3072,2,-37.7336,145.0022,14577
Preston,4,h,770000,13/05/2017,3072,1,-37.7386,145.0234,14577
Preston,3,h,800000,13/05/2017,3072,2,-37.7334,144.9873,14577
Preston,4,h,1075000,13/05/2017,3072,2,-37.7506,144.99,14577
Preston,3,h,1015000,13/05/2017,3072,1,-37.7377,144.9911,14577
Preston,3,t,880000,13/05/2017,3072,2,-37.7506,145.0185,14577
